[21.03.2016 | 23:06:58] Talorin.Goldberry: Welche Partei ist die AFV?
[09.04.2016 | 15:47:21] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:21] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:22] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:23] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:24] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:25] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:25] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:25] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:25] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:25] Pimmel.Kopf:  Bitte verlassen Sie das Ares Gelände
[09.04.2016 | 15:47:31] Ron.Noname: Ben
[09.04.2016 | 15:47:34] Ben.Akaisda: ja ?
[09.04.2016 | 15:47:40] Ron.Noname: kannst du mich zum Casino Fahren?
[09.04.2016 | 15:47:50] Ben.Akaisda: jo
[09.04.2016 | 15:48:23] Ron.Noname: Danke weil ich bin da Tod genugt -.-
[09.04.2016 | 15:48:47] Ron.Noname: danke
[09.04.2016 | 15:48:49] Ben.Akaisda: bitte
[09.04.2016 | 15:54:53] /me Mr.Pedo: hat einen Kofferraum (Fahrzeug: Infernus) geöffnet.
[09.04.2016 | 16:04:11] Ron.Noname: Hasste Bissl Geld dann für mich für ein Auto xD
[09.04.2016 | 16:04:52] Mr.Pedo: Das geht nich -.-
[09.04.2016 | 16:04:55] Ron.Noname: Fuck :D
[09.04.2016 | 16:05:20] Ron.Noname: 3 Mio. :D
[09.04.2016 | 16:05:23] Mr.Pedo: xd
[09.04.2016 | 16:10:05] Marcel.Gamer: such mal bitte mein towtruck okay ?
[09.04.2016 | 16:11:15] Georg.Dampfnudel: Ok
[09.04.2016 | 16:14:41] Ron.Noname: Hellgrün
[09.04.2016 | 16:14:52] Ben.Akaisda: kostet 250 vero
[09.04.2016 | 16:14:54] Ron.Noname: ok
[09.04.2016 | 16:15:17] Ron.Noname: Jap
[09.04.2016 | 16:15:19] Ben.Akaisda: so ?
[09.04.2016 | 16:15:25] Ron.Noname: und was kostet nitrO?
[09.04.2016 | 16:15:29] Ron.Noname: *Nitro
[09.04.2016 | 16:15:38] Ron.Noname: x10
[09.04.2016 | 16:15:39] Ben.Akaisda: nos groß 750
[09.04.2016 | 16:15:45] Ron.Noname: jou dann das auch
[09.04.2016 | 16:16:02] Ron.Noname: Danke war alles
[09.04.2016 | 16:16:10] Ben.Akaisda: so bitteschön
[09.04.2016 | 16:23:20] Georg.Dampfnudel: 1x alle Reparieren und  Tüv
[09.04.2016 | 16:23:34] Ben.Akaisda: du hast noch tüv :D
[09.04.2016 | 16:23:43] Georg.Dampfnudel: Ja aber die anderen nicht
[09.04.2016 | 16:23:49] Ben.Akaisda: handbremse raus
[09.04.2016 | 16:24:10] Georg.Dampfnudel: Ich bezahle für alle
[09.04.2016 | 16:24:15] Ben.Akaisda: ich mach einfach gesamht rechnung ok
[09.04.2016 | 16:24:17] Mr.Pedo: tttttttttttttttttttt5r66666666666666666666666666666666666666666666666tttt
[09.04.2016 | 16:24:57] Mr.Pedo: tasertoggle
[09.04.2016 | 16:26:23] Mr.Pedo: Jear
[09.04.2016 | 16:26:27] Mr.Jacksons: Leute..
[09.04.2016 | 16:26:27] Mr.Pedo: Wir Tanzen WUuuP
[09.04.2016 | 16:26:29] Mr.Pedo: WuuuP
[09.04.2016 | 16:27:36] Mr.Jacksons: Guten Tag Sir.
[09.04.2016 | 16:29:28] Mr.Pedo: Verwechslung
[09.04.2016 | 16:29:34] Mr.Pedo: Wussten nicht das du es Lakierst
[09.04.2016 | 16:29:37] Mr.Pedo: dachten du hast es Geklaut
[09.04.2016 | 16:29:38] Ron.Noname: Entschuldigen Sie
[09.04.2016 | 16:29:40] Ben.Akaisda: macht nix
[09.04.2016 | 16:29:50] Ron.Noname: Mr.Pedo Hatte ein Fehler gemacht
[09.04.2016 | 16:29:55] Mr.Pedo: Ey!
[09.04.2016 | 16:29:57] Mr.Pedo: Das warst du! :DD
[09.04.2016 | 16:29:58] Ben.Akaisda: passt schon :D
[09.04.2016 | 16:30:03] Ron.Noname: Oke
[09.04.2016 | 16:30:58] /me Mr.Pedo: hat einen Kofferraum (Fahrzeug: Ambulance) geöffnet.
[09.04.2016 | 16:31:16] Mr.Pedo: drück u
[09.04.2016 | 16:31:41] Georg.Dampfnudel: Ben
[09.04.2016 | 16:31:43] Georg.Dampfnudel: Tüv fehlt
[09.04.2016 | 16:31:48] Georg.Dampfnudel: Für den Polizei Offroader
[09.04.2016 | 16:32:03] Ben.Akaisda: weis nicht was du hast :D
[09.04.2016 | 16:32:13] Georg.Dampfnudel: Jaja :D
[09.04.2016 | 16:32:15] Georg.Dampfnudel: Danke
[09.04.2016 | 16:32:18] Ben.Akaisda: bitte
[09.04.2016 | 16:33:13] Georg.Dampfnudel: Ben kannst du aufmachen ?
[09.04.2016 | 16:35:35] Mr.Pedo: xd
[09.04.2016 | 16:36:53] /me Talorin.Goldberry: füllt 10 Liter Treibstoff nach.
[09.04.2016 | 16:36:56] /me Talorin.Goldberry: füllt 10 Liter Treibstoff nach.
[09.04.2016 | 16:37:18] /me Mr.Pedo: isst eine Wurstsemmel.
[09.04.2016 | 16:37:20] /me Mr.Pedo: zeigt seinen Personalausweiß.
[09.04.2016 | 16:48:36] Ron.Noname: Algemein VKK
[09.04.2016 | 16:49:06] /me Ron.Noname: isst eine Wurstsemmel.
[09.04.2016 | 16:49:08] /me Ron.Noname: isst eine Wurstsemmel.
[09.04.2016 | 16:49:09] /me Ron.Noname: isst eine Wurstsemmel.
[09.04.2016 | 16:49:15] /me Mr.Jacksons: isst eine Wurstsemmel.
[09.04.2016 | 16:49:17] /me Mr.Jacksons: isst eine Wurstsemmel.
[09.04.2016 | 16:59:25] /me James.Jefferson: isst eine Wurstsemmel.
[09.04.2016 | 16:59:32] /me James.Jefferson: isst eine Wurstsemmel.
[09.04.2016 | 16:59:34] /me James.Jefferson: isst eine Wurstsemmel.
[09.04.2016 | 17:03:27] Matze.Gamingtv: sry
[09.04.2016 | 17:08:28] /me Mr.Pedo: hat einen Kofferraum (Fahrzeug: Linerunner) geöffnet.
[09.04.2016 | 17:08:33] Matze.Gamingtv: Hey 
[09.04.2016 | 17:08:35] Mr.Pedo: Hm
[09.04.2016 | 17:08:38] Matze.Gamingtv: Was soll das...?
[09.04.2016 | 17:10:27] /me Matze.Gamingtv: verwendet sein Radio.
[09.04.2016 | 17:10:39] /me Matze.Gamingtv: verwendet sein Radio.
[09.04.2016 | 17:11:04] /me Mr.Pedo: hat einen Kofferraum (Fahrzeug: Police Ranger) geöffnet.
[09.04.2016 | 17:11:09] /me Mr.Pedo: hat einen Kofferraum (Fahrzeug: Landstalker) geöffnet.
[09.04.2016 | 17:13:03] Matze.Gamingtv: Ron
[09.04.2016 | 17:17:30] Mr.Jacksons: Guten Tag Sir.
[09.04.2016 | 17:17:55] Mr.Jacksons: Könnten Sie mich denn vielleicht noch einmal Reparieren?
[09.04.2016 | 17:20:51] Raab.Ei: Sofort stehenbleiben sie werden gesucht, wenn Sie nicht stehenbleiben Schiese ich
[09.04.2016 | 17:21:20] /me Raab.Ei: hat einen Kofferraum (Fahrzeug: Infernus) geöffnet.
[09.04.2016 | 17:21:34] /me Raab.Ei: hat einen Kofferraum (Fahrzeug: Infernus) geöffnet.
[09.04.2016 | 18:33:01] /me Ron.Noname: hat einen abgeschlossenen Kofferraum (Fahrzeug: Burrito) aufgebrochen.
[09.04.2016 | 18:34:29] Ron.Noname: Hi :D
[09.04.2016 | 18:34:33] Prince.Boateng: lol
[09.04.2016 | 18:34:38] Prince.Boateng: biste leader ?
[09.04.2016 | 18:34:44] Ron.Noname: Nope leider net
[09.04.2016 | 18:43:41] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Rumpo) geöffnet.
[09.04.2016 | 18:43:48] /me Ron.Noname: hat einen Kofferraum (Fahrzeug: Rumpo) geöffnet.
[09.04.2016 | 18:51:41] Matze.Gamingtv: Jo
[09.04.2016 | 18:51:53] Prince.Boateng: wie teuer ist der Führerschein überhaupt ?
[09.04.2016 | 18:52:11] Matze.Gamingtv: 1.5k aber du bekommst den so
[09.04.2016 | 18:52:58] Matze.Gamingtv: Viel Spaß 
[09.04.2016 | 18:53:01] Prince.Boateng: danke
[09.04.2016 | 19:05:09] Matze.Gamingtv: Servus
[09.04.2016 | 19:05:13] Jay.Mcmillen: hey
[09.04.2016 | 19:05:17] Ben.Akaisda: hallo
[09.04.2016 | 19:05:24] Ron.Noname: Schönen Guten Tag
[09.04.2016 | 19:05:33] Ryan.McMillen: na :D
[09.04.2016 | 19:05:37] Matze.Gamingtv: Wie gehts?
[09.04.2016 | 19:05:40] Ron.Noname: Würden sie Mir mall Bitte die Lizensen Zeigen?
[09.04.2016 | 19:05:41] Ryan.McMillen: geht dir
[09.04.2016 | 19:05:47] /me Ben.Akaisda: zeigt seinen Personalausweiß.
[09.04.2016 | 19:05:47] Matze.Gamingtv: Gut, Was los?
[09.04.2016 | 19:05:51] Ryan.McMillen: egal xd
[09.04.2016 | 19:05:52] Ryan.McMillen: ( ͡° ͜ʖ ͡°)
[09.04.2016 | 19:05:54] Jay.Mcmillen: ( ͡⊙ ͜ʖ ͡⊙)
[09.04.2016 | 19:05:59] Matze.Gamingtv: Ok...
[09.04.2016 | 19:06:01] Ron.Noname: Ok Danke Schönen Tag noch
[09.04.2016 | 19:06:03] Ryan.McMillen: joa
[09.04.2016 | 19:06:07] Ben.Akaisda: ihnen auch
[09.04.2016 | 19:06:11] Jay.Mcmillen: ( ͡⊙ ͜ʖ ͡⊙)
[09.04.2016 | 19:06:45] Ryan.McMillen: ach und matze
[09.04.2016 | 19:06:50] Matze.Gamingtv: ja
[09.04.2016 | 19:06:57] Ryan.McMillen: wie läuft das mit den tankstellen eig ab xD
[09.04.2016 | 19:07:09] Matze.Gamingtv: Naja die müsst ihr betanken
[09.04.2016 | 19:07:14] Ryan.McMillen: und vvie 
[09.04.2016 | 19:07:32] Matze.Gamingtv: Tank Trailer
[09.04.2016 | 19:07:39] Matze.Gamingtv: Öl Fabrik Lv
[09.04.2016 | 19:07:47] Ryan.McMillen: ah ^^
[09.04.2016 | 19:07:53] Ryan.McMillen: Woher tank trailer ?
[09.04.2016 | 19:07:55] Ryan.McMillen: bestellen ?
[09.04.2016 | 19:10:17] Matze.Gamingtv: Was hast gemacht?
[09.04.2016 | 19:10:27] Marcel.Zockerhd: nichs
[09.04.2016 | 19:10:39] Matze.Gamingtv: Why bist dann als Car4you im Dienst?
[09.04.2016 | 19:10:49] Marcel.Zockerhd: kp
[09.04.2016 | 19:11:14] Marcel.Zockerhd: flo muss mir noch mer erklären aber er ist in moment nicht da
[09.04.2016 | 19:14:12] Ben.Akaisda: penis
[09.04.2016 | 19:14:30] Ryan.McMillen: cock
[09.04.2016 | 19:14:34] Ryan.McMillen: ( ͡° ͜ʖ ͡°)
[09.04.2016 | 19:14:35] Jay.Mcmillen: Kuraz
[09.04.2016 | 19:14:43] Ben.Akaisda: cock ?
[09.04.2016 | 19:14:52] Ryan.McMillen: phobie
[09.04.2016 | 19:15:30] Jay.Mcmillen: Deine Autos sind zu Teuer :D
[09.04.2016 | 19:16:38] Matze.Gamingtv: Sind ja Neu wagen
[09.04.2016 | 19:19:30] Ben.Akaisda: ernsthaft ? :D
[09.04.2016 | 19:19:32] Ron.Noname: Guten Tag sir
[09.04.2016 | 19:19:40] Ron.Noname: Würden Sie mall austeigen
[09.04.2016 | 19:19:48] Ben.Akaisda: warum ?
[09.04.2016 | 19:19:57] Ron.Noname: Sie wissen Was sie getahen haben?
[09.04.2016 | 19:20:27] Ben.Akaisda: dies habe ich extra mit der stadt ab geklärt das ich hir durchfahren darff
[09.04.2016 | 19:20:47] Georg.Dampfnudel: Wir haben nichts mit bekommen.
[09.04.2016 | 19:20:58] Ben.Akaisda: ok gut
[09.04.2016 | 19:21:11] Georg.Dampfnudel: Fahren sie anders herum
[09.04.2016 | 19:21:13] Ben.Akaisda: jetzt is halt die sache wollen sie tüv oder nicht
[09.04.2016 | 19:21:30] Georg.Dampfnudel: Ja aber hier wird nicht durch gefahren
[09.04.2016 | 19:21:49] Ben.Akaisda: sie werden irgendwann noch sehen was sie davon haben ;)
[09.04.2016 | 19:22:17] Jay.Mcmillen: Hey
[09.04.2016 | 19:22:18] Jay.Mcmillen: :D
[09.04.2016 | 19:22:21] Ryan.McMillen: ello
[09.04.2016 | 19:22:23] Matze.Gamingtv: Welchen Schein brauchen sie den
[09.04.2016 | 19:22:35] Jay.Mcmillen: Auto Führerschein
[09.04.2016 | 19:22:49] Ryan.McMillen: Den schein zum Führen von Deutschland :P
[09.04.2016 | 19:23:15] Matze.Gamingtv: So jetzt hast alle 4 Scheine 
[09.04.2016 | 19:23:19] Ryan.McMillen: Lol xD
[09.04.2016 | 19:23:19] Jay.Mcmillen: Danke
[09.04.2016 | 19:23:25] Jay.Mcmillen: Wie viel würden die eig kosten 
[09.04.2016 | 19:23:26] Jay.Mcmillen:  ?
[09.04.2016 | 19:23:32] Matze.Gamingtv: Alle?
[09.04.2016 | 19:23:35] Jay.Mcmillen: ja
[09.04.2016 | 19:23:38] Matze.Gamingtv: ca 20k ka
[09.04.2016 | 19:23:44] Jay.Mcmillen: xD ok ty
[09.04.2016 | 19:23:45] /me Ryan.McMillen: zeigt seinen Personalausweiß.
[09.04.2016 | 19:24:33] Matze.Gamingtv: So jetzt hast du auch alle
[09.04.2016 | 19:24:33] Ryan.McMillen: geld xD
[09.04.2016 | 19:24:44] Georg.Dampfnudel: Warum so teuer ?
[09.04.2016 | 19:24:45] Jay.Mcmillen: Will auch Geld :C
[09.04.2016 | 19:24:46] Jay.Mcmillen: XD
[09.04.2016 | 19:24:49] Matze.Gamingtv: :D
[09.04.2016 | 19:24:54] Matze.Gamingtv: Besseren Lohn geben lassen
[09.04.2016 | 19:24:55] Jay.Mcmillen: Der Infernus kostet halt zu viel :P
[09.04.2016 | 19:24:57] Ben.Akaisda: is so bei motorrädern vom stadt
[09.04.2016 | 19:25:00] Jay.Mcmillen: Hat er schon XD
[09.04.2016 | 19:25:01] Ryan.McMillen: Er hat einen hohen!
[09.04.2016 | 19:25:03] Ryan.McMillen: :D
[09.04.2016 | 19:25:04] Georg.Dampfnudel: Jaja
[09.04.2016 | 19:25:08] Matze.Gamingtv: Du kannst bis zu 10k
[09.04.2016 | 19:25:13] Ryan.McMillen: Lohn?
[09.04.2016 | 19:25:14] Matze.Gamingtv: Pro Minute
[09.04.2016 | 19:25:17] Ryan.McMillen: WTF
[09.04.2016 | 19:25:19] Jay.Mcmillen: alles klar
[09.04.2016 | 19:25:19] Jay.Mcmillen: xD
[09.04.2016 | 19:25:24] Ryan.McMillen: ja haben aber nich so viel in der kasse hahaha
[09.04.2016 | 19:25:27] Matze.Gamingtv: :D
[09.04.2016 | 19:25:33] Jay.Mcmillen: Wenn du uns 3 Millionen in die Kassa tust dann gerne xD
[09.04.2016 | 19:25:34] Jay.Mcmillen: :D
[09.04.2016 | 19:25:39] Matze.Gamingtv: ne
[09.04.2016 | 19:25:41] Jay.Mcmillen: :c
[09.04.2016 | 19:26:22] Webi.Profi: Oh hi
[09.04.2016 | 19:26:30] Webi.Profi: Ey
[09.04.2016 | 19:26:38] Talorin.Goldberry: Eigentum Rescues
[09.04.2016 | 19:26:39] Talorin.Goldberry: :D
[09.04.2016 | 19:26:39] Webi.Profi: Finder keepers loosers sweepers :D
[09.04.2016 | 19:27:01] Webi.Profi: Wo kann man nomma egosicht machen?
[09.04.2016 | 19:27:18] Talorin.Goldberry: Seit wann gibts ego
[09.04.2016 | 19:27:29] Webi.Profi: Keine Ahnung in GTA V gibts das :D
[09.04.2016 | 19:27:35] Talorin.Goldberry: Versuch mal /ego
[09.04.2016 | 19:27:49] Webi.Profi: Tues dir nicht an
[09.04.2016 | 19:28:31] Webi.Profi: Was is mit dem ? Als ob der TÜV braucht
[09.04.2016 | 19:28:46] Talorin.Goldberry: Das hier ist ein RP Server (Roleplay), kein Reallife
[09.04.2016 | 19:28:52] Ryan.McMillen: Lass es xD
[09.04.2016 | 19:28:58] Talorin.Goldberry: Hier gibts auch TÜV, wenn Auto kein Tüv hat->Strafe
[09.04.2016 | 19:29:03] Ron.Noname: Herr McMillen
[09.04.2016 | 19:29:06] Ryan.McMillen: Wot
[09.04.2016 | 19:29:09] Jay.Mcmillen: wer ?
[09.04.2016 | 19:29:14] Webi.Profi: Ja aber wenn man ein Neuwagen kauft, dann hat der 3 Jahre TÜV :D
[09.04.2016 | 19:29:15] Ron.Noname: Würden sie mir mall bitte ihr Perso Zeigen
[09.04.2016 | 19:29:25] Talorin.Goldberry: Hier ist alle 14 Tage Tüv
[09.04.2016 | 19:29:31] Webi.Profi: Aso
[09.04.2016 | 19:29:33] /me Ryan.McMillen: zeigt seinen Personalausweiß.
[09.04.2016 | 19:29:43] Talorin.Goldberry: Ich führ dich bissle rum
[09.04.2016 | 19:29:44] Georg.Dampfnudel: Ben
[09.04.2016 | 19:29:45] Ron.Noname: ok dankeschön
[09.04.2016 | 19:29:48] Ryan.McMillen: Kd
[09.04.2016 | 19:29:50] Georg.Dampfnudel: Du hast meinen Tüv vergesen
[09.04.2016 | 19:29:53] Matze.Gamingtv: Vega? Kommst Ts? Ben fragt wegen Reden ist einfacher
[09.04.2016 | 19:29:54] Ron.Noname: sie wissen was sie Getahen haben?
[09.04.2016 | 19:29:54] Georg.Dampfnudel: vergessen*
[09.04.2016 | 19:29:58] Ben.Akaisda: selber schul wen du einfach weg fährst XD 
[09.04.2016 | 19:30:03] Webi.Profi: Übrigens Recue is falsch geschrieben ^^
[09.04.2016 | 19:30:23] Talorin.Goldberry: Autofix. Hier musst du hin, wenn du Tüv brauchst, Reparatur, Upgrades usw
[09.04.2016 | 19:30:29] Talorin.Goldberry: Ja weiß ich xD
[09.04.2016 | 19:30:49] Ryan.McMillen: Matze move :D
[09.04.2016 | 19:30:50] Ben.Akaisda: so erledigt
[09.04.2016 | 19:30:52] Webi.Profi: Mist! Hab keine Binds mehr :(
[09.04.2016 | 19:31:18] Talorin.Goldberry: Hätten hier sowieso nicht funktioniert
[09.04.2016 | 19:31:27] Webi.Profi: lel
[09.04.2016 | 19:32:11] Webi.Profi: Ja man hier is die Bullerei
[09.04.2016 | 19:32:15] Talorin.Goldberry: Ne
[09.04.2016 | 19:32:21] Webi.Profi: FUCK DA POLICE
[09.04.2016 | 19:32:22] Webi.Profi: Ups
[09.04.2016 | 19:32:40] Talorin.Goldberry: Umsteigen
[09.04.2016 | 19:32:40] Webi.Profi: tftzzf#
[09.04.2016 | 19:32:58] Webi.Profi: Muss man sich hier für Bullerei bewerben?
[09.04.2016 | 19:33:16] Talorin.Goldberry: Musst du bei Georg.Dampfnudel fragen
[09.04.2016 | 19:33:24] Webi.Profi: Oh nä
[09.04.2016 | 19:33:52] Talorin.Goldberry: Dieser Sirenensound <3
[09.04.2016 | 19:34:02] Webi.Profi: Kannste das aus machen die is ziemlich laut xD
[09.04.2016 | 19:34:13] Webi.Profi: Viel besser :D
[09.04.2016 | 19:34:26] Webi.Profi: N'Ä'''ÄÄ
[09.04.2016 | 19:34:35] Marcel.Zockerhd: oder das angestelte kommen
[09.04.2016 | 19:34:36] Webi.Profi: Gibts hier nur Bullizei?
[09.04.2016 | 19:34:39] Talorin.Goldberry: Ja
[09.04.2016 | 19:34:52] Talorin.Goldberry: Herr Dampfnudel is Chef
[09.04.2016 | 19:35:01] Webi.Profi: Gibts coole Fraktionen, ohne Bewerbungen?
[09.04.2016 | 19:35:17] Talorin.Goldberry: Wie gesagt, du musst Georg nur fragen ob er eine BW wünscht
[09.04.2016 | 19:35:32] Webi.Profi: Ja, ne kb den zu fragen ^^
[09.04.2016 | 19:35:37] Talorin.Goldberry: ...
[09.04.2016 | 19:35:46] Talorin.Goldberry: Der is korrekt
[09.04.2016 | 19:35:48] Webi.Profi: Oder wadde ich frag mal
[09.04.2016 | 19:36:00] Talorin.Goldberry: Der is grad off
[09.04.2016 | 19:36:04] Webi.Profi: oh
[09.04.2016 | 19:36:07] Webi.Profi: Ja toll
[09.04.2016 | 19:36:45] Webi.Profi: Wie gesagt: "Gibts noch andere FRaktionen ohne Bewerbungen"?
[09.04.2016 | 19:36:45] Talorin.Goldberry: Wenn du ein Auto brauchst, hierher. Einfach ins auto gehen und schon erscheint ein Kauf gui
[09.04.2016 | 19:37:13] Talorin.Goldberry: Musst bei jeden chef fragen, ob er BW wünscht
[09.04.2016 | 19:37:16] Talorin.Goldberry: Gibt viele Frakis
[09.04.2016 | 19:37:21] Talorin.Goldberry: Nicht Fraktionen
[09.04.2016 | 19:37:25] Talorin.Goldberry: Sondern Unternehmen
[09.04.2016 | 19:37:33] Webi.Profi: Als ob alle besetzt sind xD
[09.04.2016 | 19:37:43] Talorin.Goldberry: Uns gibts erst seit gestern
[09.04.2016 | 19:38:01] Webi.Profi: Is ja egal aber trozdem sind bestimmt nicht alle besetzt ;D
[09.04.2016 | 19:38:10] Talorin.Goldberry: Laut meinem Panel schon
[09.04.2016 | 19:38:24] Talorin.Goldberry: Wir haben schon 25 Spieler
[09.04.2016 | 19:38:29] Webi.Profi: Krass :D
[09.04.2016 | 19:38:33] Talorin.Goldberry: Nur nicht alle gleichzeitig aktiv
[09.04.2016 | 19:38:41] Webi.Profi: Wirklich? :D
[09.04.2016 | 19:38:45] Talorin.Goldberry: Ja
[09.04.2016 | 19:39:19] Webi.Profi: Hehe zwar nett gemacht aber irgendwie fehlt hier 'nen Tutorial..
[09.04.2016 | 19:39:29] Talorin.Goldberry: Ist in Arbeit
[09.04.2016 | 19:39:56] Webi.Profi: Kann ich zu dir in die Fraki
[09.04.2016 | 19:40:08] Talorin.Goldberry: Jo
[09.04.2016 | 19:40:25] Webi.Profi: RecuK sind doch die Sanitäter.
[09.04.2016 | 19:40:42] Talorin.Goldberry: Rescues ist ein Zusammenschluss aus Sanitäter und Feuerwehr
[09.04.2016 | 19:41:23] Webi.Profi: Aso also sind die Rescus für die Gesundheit und den Schutz der Menschen da, verstehe
[09.04.2016 | 19:41:46] Webi.Profi: Der Name is echt Bombe ._.
[09.04.2016 | 19:42:40] Talorin.Goldberry: Really nigga
[09.04.2016 | 19:42:44] Webi.Profi: .d
[09.04.2016 | 19:42:58] Talorin.Goldberry: So
[09.04.2016 | 19:43:00] Webi.Profi: HILFE
[09.04.2016 | 19:43:27] Webi.Profi: Come at me BRO
[09.04.2016 | 19:43:38] Talorin.Goldberry: Da ist doch ausgang...
[09.04.2016 | 19:43:59] Webi.Profi: rt
[09.04.2016 | 19:47:24] /me Jonas.Williams: klebt eine neue Tüv Plakette auf das Kennzeichen
[09.04.2016 | 19:51:59] Ryan.McMillen: raus!
[09.04.2016 | 19:54:57] Jonas.Williams: 1
[09.04.2016 | 19:54:57] Jonas.Williams: 2
[09.04.2016 | 19:54:57] Jonas.Williams: 2555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 25555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 25555555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 255555555555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 2555555555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:57] Jonas.Williams: 255555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 1
[09.04.2016 | 19:54:58] Jonas.Williams: 2
[09.04.2016 | 19:54:58] Jonas.Williams: 2555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 25555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 25555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 255555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 255555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 1
[09.04.2016 | 19:54:58] Jonas.Williams: 2
[09.04.2016 | 19:54:58] Jonas.Williams: 2555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 25555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 25555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 255555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 2555555555555555555555555555555555555555555555555555
[09.04.2016 | 19:54:58] Jonas.Williams: 255555555555555555555555555555555555555
[09.04.2016 | 19:54:59] Jonas.Williams: 1
[09.04.2016 | 19:54:59] Jonas.Williams: 2
