[22.03.2016 | 16:21:55] Talorin.Goldberry: Jemand ne Ahnung wo die vinetwork Base ist? Chat per /ooc [Text]
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:42] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:43] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:44] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:45] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:46] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:47] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:48] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:49] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:50] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:51] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:52] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:53] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:54] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:55] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:55] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:55] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:55] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:55] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:56] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:57] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:57] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:57] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:57] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:57] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:58] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:59] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:59] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:59] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:59] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:45:59] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:00] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:01] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:01] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:01] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:01] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:02] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:02] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:02] Ron.Noname: Hallo Ich möchte sie Bitten von diesem Server zu Gehen! da dieser Server Schlecht ist!!!
[10.04.2016 | 14:46:11] Florian.Mrpacman: dame
[10.04.2016 | 14:46:36] Florian.Mrpacman: marcel hast du alle scheine ?
[10.04.2016 | 14:47:04] Dennis.Wagner: Florian?
[10.04.2016 | 14:47:12] Florian.Mrpacman: ja ?
[10.04.2016 | 14:47:40] Dennis.Wagner: möchte Heli führerschein machen wie teuer?
[10.04.2016 | 14:47:50] Florian.Mrpacman: 4500
[10.04.2016 | 14:48:14] Dennis.Wagner: okay ich mache den wenn du zeit hast
[10.04.2016 | 14:48:19] Florian.Mrpacman: wenn du flugschein machst machst du automstisch für heli und flugzeug
[10.04.2016 | 14:49:03] Florian.Mrpacman: automatisch
[10.04.2016 | 14:49:18] Dennis.Wagner: okay wo bist du?
[10.04.2016 | 14:49:19] Florian.Mrpacman: ich hätte jetzt zeit
[10.04.2016 | 14:49:34] Florian.Mrpacman: komm einfach zum lv flughafen
[10.04.2016 | 14:52:24] Florian.Mrpacman: komm dann bitte einfach auf das gelände
[10.04.2016 | 14:52:46] Dennis.Wagner: bin gleich da
[10.04.2016 | 14:52:53] Florian.Mrpacman: ok
[10.04.2016 | 15:03:57] Matze.Gamingtv: Willkommen
[10.04.2016 | 15:04:41] Florian.Mrpacman: geil
[10.04.2016 | 15:04:50] Florian.Mrpacman: wie viel kosten die
[10.04.2016 | 15:31:35] Florian.Mrpacman: wäre das schlecht wenn ich sterbe ?
[10.04.2016 | 15:31:42] Matze.Gamingtv: Ne
[10.04.2016 | 15:31:46] Ben.Akaisda: mitlerweile nicht mehr
[10.04.2016 | 15:32:08] Florian.Mrpacman: ok weil ich gleich sterbe
[10.04.2016 | 15:33:55] Florian.Mrpacman: ok doch nicht
[10.04.2016 | 15:35:10] Florian.Mrpacman: was ist eigentlich mit dem tüv plaketten ist das schon gefixt ?
[10.04.2016 | 15:36:03] Matze.Gamingtv: Ja
[10.04.2016 | 15:36:18] Florian.Mrpacman: ok dann brauch mein vodoo eine neue ben
[10.04.2016 | 15:37:10] Ben.Akaisda: jo komm dan zu AF
[10.04.2016 | 15:37:33] Florian.Mrpacman: geht nicht das auto steht in ls
[10.04.2016 | 15:39:12] Florian.Mrpacman: ben bin jetzt bei AF
[10.04.2016 | 15:39:30] Ben.Akaisda: komme
[10.04.2016 | 15:39:50] Florian.Mrpacman: kann ich dich dann mitnehmen zu mein haus ?
[10.04.2016 | 15:40:02] Ben.Akaisda: hä ?
[10.04.2016 | 15:40:30] Florian.Mrpacman: ich hab grad kein bock nach ls zufahren um das andere auto zuhollen
[10.04.2016 | 15:40:49] Marcel.Gamer: aber ben sll bock haben ?
[10.04.2016 | 15:40:53] Marcel.Gamer: soll
[10.04.2016 | 15:41:02] Florian.Mrpacman: nein deswegen frage ich ihn
[10.04.2016 | 15:41:19] Marcel.Gamer: kauf dir in heli ^^
[10.04.2016 | 15:41:32] Florian.Mrpacman: wenn du mir das geld gibts
[10.04.2016 | 16:08:05] Marcel.Gamer: pacman kannst hier bleiben
[10.04.2016 | 16:08:13] Florian.Mrpacman: aber wieso
[10.04.2016 | 16:08:24] Marcel.Gamer: du wolltes was von ben
[10.04.2016 | 16:09:33] Florian.Mrpacman: habe doch schon alles
[10.04.2016 | 16:48:44] Sebastian.Hunter: Habe dir eine PM im MTA Forum geschrieben
[10.04.2016 | 16:48:52] Sebastian.Hunter: bitte dringend lesen und befolgen, danke!
[10.04.2016 | 16:50:38] Dennis.Wagner: an wehm geht das ?
[10.04.2016 | 16:50:46] Sebastian.Hunter: Marcel
[10.04.2016 | 16:50:59] Ben.Akaisda: der is grad leider nicht da
[10.04.2016 | 16:51:39] Sebastian.Hunter: Dann richtet ihm das bitte aus, ich bin mir sicher, dass er die Lizenz gelesen hat also soll er sich auch daran halten
[10.04.2016 | 17:23:23] Talorin.Goldberry: Mahlzeit
[10.04.2016 | 17:23:32] Ben.Akaisda: juden tag
[10.04.2016 | 17:23:38] Marcel.Gamer: halte dich an die lizensen xD
[10.04.2016 | 17:23:59] Talorin.Goldberry: Ich geb dir gleich ne virtuelle Nackenschelle
[10.04.2016 | 17:24:27] Dennis.Wagner: xD
[10.04.2016 | 17:25:01] Ben.Akaisda: maxxxxxxxxxiiiiiiiii ?
[10.04.2016 | 17:25:11] Talorin.Goldberry: Waaaaaaaaaaaaaaaaaaaaaaas
[10.04.2016 | 17:25:16] Marcel.Gamer: komm erstmal auf meine höhe :D
[10.04.2016 | 17:25:32] Ben.Akaisda: kommst du auf ts3 ? ^^
[10.04.2016 | 17:25:43] Talorin.Goldberry: Treffen uns hinter Kik zum Schlagen, ok?
[10.04.2016 | 17:25:59] Marcel.Gamer: okay ich komem dahin :D
[10.04.2016 | 17:26:19] Talorin.Goldberry: Würde ich gerne, dann kackt aber wieder mein Internet ab... Ich zahl 100k. bekomm aber nur
[10.04.2016 | 17:26:28] Talorin.Goldberry: Scheis. Morgen erstmal beschweren gehen
[10.04.2016 | 17:27:05] Marcel.Gamer: so maxi wo bist du ? :D
[10.04.2016 | 17:27:09] Ben.Akaisda: du hast bessen ping als ich :D
[10.04.2016 | 17:27:24] Ben.Akaisda: *besseren
[10.04.2016 | 17:27:44] Talorin.Goldberry: Hab aktuell einen Wlan Repeater, den hab ich aber grad meiner Eltern geklaut :D
[10.04.2016 | 17:28:04] Ben.Akaisda: auch geil XDD
[10.04.2016 | 17:28:23] Talorin.Goldberry: Wenn ich mein LAN Kabel reinsteck, bin ich bei 2000 Ping
[10.04.2016 | 17:28:49] Marcel.Gamer: pass auf maxi nicht über das wlankable stolpern xD
[10.04.2016 | 17:29:03] Mr.Pedo: Needhellp
[10.04.2016 | 17:29:14] Talorin.Goldberry: So und jetzt zu dir Marcel... 1gg1 bei FeuerwehrBase. Ohne treten
[10.04.2016 | 17:29:14] Mr.Pedo: Admin?
[10.04.2016 | 17:29:40] Mr.Pedo: Admin?
[10.04.2016 | 17:30:09] Mr.Pedo: ADMIN
[10.04.2016 | 17:30:11] Marcel.Gamer: was gibts
[10.04.2016 | 17:30:17] Mr.Pedo: ich bin Nil Minuten im Knast
[10.04.2016 | 17:30:39] Marcel.Gamer: was soll ich da jetzt machen ?
[10.04.2016 | 17:30:46] Mr.Pedo: Mich Rausholen?!
[10.04.2016 | 17:30:55] Talorin.Goldberry: Wende dich an einen Bullen
[10.04.2016 | 17:30:59] Marcel.Gamer: und wie ?
[10.04.2016 | 17:31:06] Mr.Pedo: Dich cop setten und mich aussperren
[10.04.2016 | 17:32:04] Mr.Pedo: Dummer Admin alter ganz erlich hier isn Richtiger Scheiß Supporter der Server hat keine Zuk
[10.04.2016 | 17:32:06] Mr.Pedo: unft
[10.04.2016 | 17:32:33] Marcel.Gamer: doch wir haben einen zug xD
[10.04.2016 | 17:33:33] John.Dillinger: Ach der Pedo :D
[10.04.2016 | 17:33:37] John.Dillinger: Ich mag den Tüp
[10.04.2016 | 17:33:55] John.Dillinger: Und der Kack Name von Sebi ist im Kack Intro :/
[10.04.2016 | 17:33:56] Dennis.Wagner: wieso?
[10.04.2016 | 17:34:43] Marcel.Gamer: haha maxi :D
[10.04.2016 | 17:34:56] Talorin.Goldberry: Pass auf ich hab Säge
[10.04.2016 | 17:36:28] Talorin.Goldberry: Das war Matze, der John
[10.04.2016 | 18:13:18] Talorin.Goldberry: Die Autofixbase hier ähneld einem Hochsicherheitsgefängnis
[10.04.2016 | 19:42:49] Dennis.Wagner: Hallo Leute
[10.04.2016 | 19:42:59] Ryan.McMillen: Moin
[10.04.2016 | 20:07:49] Talorin.Goldberry: Hallo an alle
[10.04.2016 | 20:07:54] Ryan.McMillen: hey:)
[10.04.2016 | 20:08:01] Marcel.Gamer: maxi<3
[10.04.2016 | 20:08:06] Ryan.McMillen: du Lümmel :P
[10.04.2016 | 20:08:13] Sebastian.Layer: Hey :)
[10.04.2016 | 20:08:14] Talorin.Goldberry: Marcel <3
[10.04.2016 | 20:08:29] Marcel.Gamer: maxi sag mal kommt mein dönerladen rein ?
[10.04.2016 | 20:08:30] Talorin.Goldberry: Ryan, wieso wusste ich, dass das kommt :D
[10.04.2016 | 20:08:36] Talorin.Goldberry: Ja der kommt
[10.04.2016 | 20:08:42] Ryan.McMillen: haha :D
[10.04.2016 | 20:09:50] Talorin.Goldberry: Übrigens: Ich hab deine Spodermans geklaut, also nur das Bild, nicht den Text :D
[10.04.2016 | 20:10:05] Talorin.Goldberry: Überall wo ich bin, hab ich das jetzt als Profilbild
[10.04.2016 | 20:10:07] Ryan.McMillen: Ich habs gesehen -.- PFFF
[10.04.2016 | 20:10:21] Ryan.McMillen: hehe Spoderman regiert:D
[10.04.2016 | 20:10:27] Talorin.Goldberry: Jep :D
[10.04.2016 | 20:11:30] Talorin.Goldberry: Sollte wieder ein Mr.Pedo kommen und spammen oder Server wieder beleidigen, sagts mir bitte
[10.04.2016 | 20:11:40] Ryan.McMillen: okey
[10.04.2016 | 20:11:50] Talorin.Goldberry: Ich bann den dann sofort, der war heute auch Spamming Technisch da und wurde
[10.04.2016 | 20:11:55] Talorin.Goldberry: Beleidigend
[10.04.2016 | 20:12:02] Marcel.Gamer: okay maxi sag mal wann kommt mein laden denn ? <3
[10.04.2016 | 20:12:29] Talorin.Goldberry: Sollte nicht mehr lange dauern, war ja aufs Selfmade angepasst, muss nur noch hierfür
[10.04.2016 | 20:12:32] Talorin.Goldberry: anpassen
[10.04.2016 | 20:12:45] Marcel.Gamer: nice danke maxi <3
[10.04.2016 | 20:13:09] Talorin.Goldberry: Mal sehen ob ich mich an ein Business System wage, dann kannst du das Unternehmen kaufen
[10.04.2016 | 20:13:17] Talorin.Goldberry: Und daraus eine Ladenkette machen
[10.04.2016 | 20:13:46] Marcel.Gamer: ja wenn nicht ist es auch okay solange wie da irgendwo mein name steht
[10.04.2016 | 20:14:36] Talorin.Goldberry: Dein Laden wirds in allen Städten geben und auch in den Rattennästern
[10.04.2016 | 20:14:51] Talorin.Goldberry: Rattennestern*
[10.04.2016 | 20:15:17] Marcel.Gamer: an alle ich gehe pennen morgen wieder schule also guten nacht :D und guten nacht maxi <3 :D
[10.04.2016 | 20:15:30] Ryan.McMillen: gute nacht xD
[10.04.2016 | 20:16:03] Talorin.Goldberry: Jetzt schon? Der Tag beginnt grad erst
[10.04.2016 | 20:16:10] Ryan.McMillen: Dacht ich mir auch :D
[10.04.2016 | 20:16:30] Talorin.Goldberry: Hab zwar morgen Arbeit, aber ich mach nacht durch...
[10.04.2016 | 20:16:47] Ryan.McMillen: wenn dir lw wird weil keiner mehr on ist, meld dich bin wach haha
[10.04.2016 | 20:17:27] Talorin.Goldberry: Du bist immer on sehe ich andauernd :P Nachtaktiver Lümmel. Nunja hab seit 40 Stunden nicht
[10.04.2016 | 20:17:30] Talorin.Goldberry: geschlafen
[10.04.2016 | 20:17:45] Ryan.McMillen: Ja bin ich meißtens:D Ey, nicht frech werden herr oberlümmel! :D
[10.04.2016 | 20:17:54] Ryan.McMillen: 40 Stunden, da geht noch was
